Persona,Approx Group,Date Active,Status,Handle,ID,Name,Followers,Tweets,Date Created,Date Suspended
British Dean,British Racist,2022-01-05,Suspended,@_georgee2,1478580918898114560,George 🇬🇧,61,,2022-01-05,2022-01-07
British Dean,British Racist,2022-01-05,Suspended,@DeanTheBritish,1478726763903655940,Dean 🇬🇧,230,,2022-01-05,2022-01-07
British Dean,British Racist,2022-01-07,Suspended,@BritishPilled,1479544924794195972,BritishPilled 🇬🇧🇬🇧,50,,2022-01-07,2022-01-08
British Dean,British Racist,2022-01-07,Suspended,@AngloDean,1479547392047427587,Dean,,,2022-01-07,2022-01-08
British Dean,British Racist,2022-01-09,Suspended,@BooTheNHS,1479574854206697476,PVREBLØØD,,,2022-01-07,2022-01-09
British Dean,British Racist,2022-01-10,Suspended,@8RITISHD3AN,1480587180384919555,BRITI5HD3AN,43,,2022-01-10,2022-01-11
British Dean,British Racist,2022-01-11,Suspended,@Dean85311207,1480877082167156738,Dean,,,2022-01-11,2022-01-11
British Dean,British Racist,2022-01-13,Suspended,@LashSlavewijn,1481426855731281920,卐卐卐卐卐卐卐卐,57,,2022-01-13,2022-01-20
British Dean,British Racist,2022-01-14,Suspended,@JannieHunter88,1482013455272054788,MarkSSman,,,2022-01-14,2022-01-18
British Dean,British Racist,2022-01-16,Suspended,@BRITlSHD3AN,1482758548257918981,Dean 🇬🇧,61,,2022-01-16,2022-01-16
British Dean,British Racist,2022-01-17,Suspended,@amon88goeth,1483097603982168068,Amon Goeth,,,2022-01-17,2022-01-18
British Dean,British Racist,2022-01-17,Suspended,@Dean69685122,1483190927099367429,Dean 🇬🇧,,,2022-01-17,2022-01-21
British Dean,British Racist,2022-01-18,Suspended,@BasedCrippler,1483445875993104385,Benoit Was Framed,133,,2022-01-18,2022-01-24
British Dean,British Racist,2022-01-23,Suspended,@BRITI5HD3AN,1485355716781256706,Gab.com/BritishDean 🇬🇧,,,2022-01-23,2022-01-24
British Dean,British Racist,2022-02-01,Suspended,@FATGRETA_,1485668729644068865,"FAT GRETA (parody, duh!)",95,,2022-01-24,2022-02-03
British Dean,British Racist,2022-02-08,Suspended,@dean114488,1491030612576190466,dean,72,,2022-02-08,2022-02-19
British Dean,British Racist,2022-02-18,Suspended,@memberberry14,1489602361194696706,member berry,3,,2022-02-04,2022-02-19
British Dean,British Racist,2022-02-22,Suspended,@wewanthead_,1496207875777220624,head,,,2022-02-22,2022-02-23
British Dean,British Racist,2022-02-23,Suspended,@RussianDean,3012000016,Ivan Ivanov,,,,2022-02-26
British Dean,British Racist,2022-02-25,Suspended,@RussianDean_,1497292191114440706,Russian Dean 🇷🇺,105,,2022-02-25,
British Dean,British Racist,2022-02-25,Suspended,@DambustersDog,1497281301983936525,Dambusters Dog,72,,2022-02-25,2022-02-28
British Dean,British Racist,2022-02-27,Suspended,@RaypeChamp1488,1494020752429010953,Kate 🇬🇧,24,,2022-02-16,2022-02-28
British Dean,British Racist,2022-04-06,Suspended,@UkraineRefugee_,1499380842182946817,Ukrainian refugee,136,,2022-03-03,2022-04-07
British Dean,British Racist,2022-04-06,Suspended,@SexistHitler,1498410360688287745,Kate 🇬🇧,117,,2022-02-28,2022-04-07
British Dean,British Racist,2022-04-15,Suspended,@naeDhsitirB,1514875204283076611,🇬🇧 naeD hsitirB,18,,2022-04-15,2021-08-27
